NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,X,Y, , , , , , , , , , , , , , , , , , , , , , 
AUMILLER'S PHARMACY INCORPORATED,1340 STATE STREET,SCHENECTADY,NY,12304,2721,SCHENECTADY,36093,-73.921602,42.795591, , , , , , , , , , , , , , , , , , , , , , 
CATSKILL CARE ENTERPRISES INC,1 FOX CARE DR STE 215,ONEONTA,NY,13820,2086,OTSEGO,36077,-75.031824,42.457149, , , , , , , , , , , , , , , , , , , , , , 
BROWNS PHARMACY LLC,225 MAIN ST,UNADILLA,NY,13849,2245,OTSEGO,36077,-75.313744,42.325415,NY, , , , , , , , , , , , , , , , , , , , , 
CORAM HEALTHCARE CORPORATION OF NEW YORK,2949 ERIE BOULEVARD EAST,SYRACUSE,NY,13224,1447,ONONDAGA,36067,-76.0879,43.055986, , , , , , , , , , , , , , , , , , , , , , 
CVS - 5456,2027 DOUBLEDAY AVENUE,BALLSTON SPA,NY,12020,1243,SARATOGA,36091,-73.846971,43.014274, , , , , , , , , , , , , , , , , , , , , , 
WALDBAUM'S,702 HICKSVILLE ROAD,NORTH MASSAPEQUA,NY,11758,1260,NASSAU,36059,-73.477091,40.69241, , , , , , , , , , , , , , , , , , , , , , 
FORT DRUM - GUTHRIE AMBULATORY HEALTH CARE CLINIC - STONE DENTAL CLINIC-DOD,10590 ENDURING FREEDOM DRIVE,FORT DRUM,NY,13602, ,JEFFERSON,36045,-75.77574,44.048891, , , , , , , , , , , , , , , , , , , , , , 
HANNAFORD,11 TRIEBLE AVENUE,BALLSTON SPA,NY,12020,6010,SARATOGA,36091,-73.852593,43.047533, , , , , , , , , , , , , , , , , , , , , , 
BIGELOWS PHARMACY INC,38 N BROAD ST,NORWICH,NY,13815,1445,CHENANGO,36017,-75.523453,42.532415, , , , , , , , , , , , , , , , , , , , , , 
KINNEY DRUGS,1304 WASHINGTON STREET,WATERTOWN,NY,13601,4500,JEFFERSON,36045,-75.914727,43.958836, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 7829,1701 ROUTE 9,CLIFTON PARK,NY,12065,3100,SARATOGA,36091,-73.76832,42.863922, , , , , , , , , , , , , , , , , , , , , , 
ECKERD CORPORATION,10 MAIN STREET,SIDNEY,NY,13838,1135,DELAWARE,36025,-75.392767,42.31551, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,4250 JERUSALEM AVENUE,NORTH MASSAPEQUA,NY,11758,3315,NASSAU,36059,-73.47911,40.691045, , , , , , , , , , , , , , , , , , , , , , 
KINNEY DRUGS,822 JAMES STREET,CLAYTON,NY,13624,1404,JEFFERSON,36045,-76.082972,44.233534, , , , , , , , , , , , , , , , , , , , , , 
HANNAFORD,27-41 GANSEVOORT ROAD,SOUTH GLENS FALLS,NY,12803,5256,SARATOGA,36091,-73.638171,43.286063, , , , , , , , , , , , , , , , , , , , , , 
ECKERD CORPORATION,5626 STATE HIGHWAY 7,ONEONTA,NY,13820,2050,OTSEGO,36077,-75.011002,42.463468, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 607,47 EAST GENESEE STREET,AUBURN,NY,13021,4027,CAYUGA,36011,-76.559585,42.933779, , , , , , , , , , , , , , , , , , , , , , 
CVS BDI INC,215 DELAWARE ST,WALTON,NY,13856,1019,DELAWARE,36025,-75.13476,42.169192, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10695,463 ALBANY SHAKER ROAD,LOUDONVILLE,NY,12211,1833,ALBANY,36001,-73.775977,42.705945, , , , , , , , , , , , , , , , , , , , , , 
HANNAFORD,3333 CONSAUL ROAD,SCHENECTADY,NY,12304,2255,SCHENECTADY,36093,-73.891176,42.783382, , , , , , , , , , , , , , , , , , , , , , 
PINE HILL PHARMACY,2949 STATE ROUTE 370,CATO,NY,13033,9794,CAYUGA,36011,-76.545013,43.169177, , , , , , , , , , , , , , , , , , , , , , 
PILL MILL INC,778 MAIN STREET,MARGARETVILLE,NY,12455, ,DELAWARE,36025,-74.648197,42.148182, , , , , , , , , , , , , , , , , , , , , , 
CVS - 5358,3916 CARMAN ROAD,SCHENECTADY,NY,12303,5608,ALBANY,36001,-73.932804,42.715459, , , , , , , , , , , , , , , , , , , , , , 
SUPER STOP AND SHOP - 0547,2450 JERUSALEM AVENUE,NORTH BELLMORE,NY,11710,1827,NASSAU,36059,-73.540933,40.690148, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2226,12 SOUTH CENTRAL AVENUE,MECHANICVILLE,NY,12118,1503,SARATOGA,36091,-73.687779,42.90255, , , , , , , , , , , , , , , , , , , , , , 
STAMFORD PHARMACY INC,119 MAIN ST,STAMFORD,NY,12167,1159,DELAWARE,36025,-74.619486,42.409599, , , , , , , , , , , , , , , , , , , , , , 
KINNEY DRUGS,62 OWASCO STREET,AUBURN,NY,13021,4059,CAYUGA,36011,-76.557044,42.930056, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10699,1215 TROY SCHENECTADY ROAD,LATHAM,NY,12110,1007,ALBANY,36001,-73.824021,42.773434, , , , , , , , , , , , , , , , , , , , , , 
PRICE CHOPPER - 112,15 PARK AVENUE,CLIFTON PARK,NY,12065,2924,SARATOGA,36091,-73.782762,42.865491, , , , , , , , , , , , , , , , , , , , , , 
PHARMACY OPERATIONS OF NEW YORK INC,941 STATE ROUTE 17C,OWEGO,NY,13827,4819,TIOGA,36107,-76.237262,42.100554, , , , , , , , , , , , , , , , , , , , , , 
RX CITY PHARMACY,37 WEST GARDEN STREET,AUBURN,NY,13021,2657,CAYUGA,36011,-76.568285,42.934535, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10629,2815 JERUSALEM AVENUE,NORTH BELLMORE,NY,11710,1833,NASSAU,36059,-73.527991,40.692473, , , , , , , , , , , , , , , , , , , , , , 
MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HWY 28,MARGARETVILLE,NY,12455,2820,DELAWARE,36025,-74.642464,42.147337, , , , , , , , , , , , , , , , , , , , , , 
ECKERD CORPORATION,94 CHESTNUT ST,ONEONTA,NY,13820,2470,OTSEGO,36077,-75.068033,42.454901, , , , , , , , , , , , , , , , , , , , , , 
CVS - 230,70 ATLANTIC AVENUE,OCEANSIDE,NY,11572,2037,NASSAU,36059,-73.642222,40.639522, , , , , , , , , , , , , , , , , , , , , , 
KINNEY DRUGS INC,33 NORTH STREET,DRYDEN,NY,13053, ,TOMPKINS,36109,-76.298286,42.494192, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 2264,1320 ALTAMONT AVENUE,SCHENECTADY,NY,12303,2918,SCHENECTADY,36093,-73.941696,42.78537, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4587,1936 VAN VRANKEN AVENUE,SCHENECTADY,NY,12308,1629,SCHENECTADY,36093,-73.921223,42.827789, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 9971,41 HOLLAND AVENUE,ALBANY,NY,12208, ,ALBANY,36001,-73.773011,42.648403, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10722,3027 ROUTE 50,SARATOGA SPRINGS,NY,12866,2926,SARATOGA,36091,-73.745224,43.1007, , , , , , , , , , , , , , , , , , , , , , 
PRICE CHOPPER - 175,1879 ALTAMONT AVENUE,SCHENECTADY,NY,12303,3851,SCHENECTADY,36093,-73.955105,42.782559, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10781,1503 GENESEE STREET,UTICA,NY,13501,4709,ONEIDA,36065,-75.247798,43.092461, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10747,703 OLD LIVERPOOL ROAD,LIVERPOOL,NY,13088,6034,ONONDAGA,36067,-76.196933,43.094809, , , , , , , , , , , , , , , , , , , , , , 
THE MEDICINE SHOPPE PHARMACY,1099 STATE ROUTE 222,CORTLAND,NY,13045,1844,CORTLAND,36023,-76.202237,42.599039, , , , , , , , , , , , , , , , , , , , , , 
TARGET,340 TOWNE DRIVE,FAYETTEVILLE,NY,13066,1371,ONONDAGA,36067,-76.020399,43.031487, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 590,169 NORTH MAIN STREET,GLOVERSVILLE,NY,12078,2402,FULTON,36035,-74.342981,43.055351, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 2166,6438 BASILE ROWE,EAST SYRACUSE,NY,13057,3900,ONONDAGA,36067,-76.060301,43.060851, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 1806,233 5TH AVENUE EXTENSION,GLOVERSVILLE,NY,12078,1814,FULTON,36035,-74.321724,43.061462, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART SUPERCENTER - 5242,8064 BREWERTON ROAD,CICERO,NY,13039,9584,ONONDAGA,36067,-76.117477,43.161058, , , , , , , , , , , , , , , , , , , , , , 
PRICE CHOPPER - 24,60 HIGH STREET,WEST CARTHAGE,NY,13619,1350,JEFFERSON,36045,-75.624663,43.970222, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART SUPERCENTER - 2285,103 NORTH CAROLINE STREET,HERKIMER,NY,13350,1716,HERKIMER,36043,-74.99784,43.021404, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,4979 WEST TAFT ROAD,LIVERPOOL,NY,13088,4811,ONONDAGA,36067,-76.169957,43.123052, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10783,1711 GENESEE STREET,UTICA,NY,13501,5628,ONEIDA,36065,-75.257639,43.087882, , , , , , , , , , , , , , , , , , , , , , 
PRICE CHOPPER - 164,6025 STATE HIGHWAY 5,PALATINE BRIDGE,NY,13428,2807,MONTGOMERY,36057,-74.591475,42.915027, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10731,8417 OSWEGO ROAD,BALDWINSVILLE,NY,13027,8813,ONONDAGA,36067,-76.259624,43.177788, , , , , , , , , , , , , , , , , , , , , , 
EAST HAMPTON PHARMACY,106 NORTH MAIN STREET,EAST HAMPTON,NY,11937,2640,SUFFOLK,36103,-72.181915,40.969134, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 10750,6189 STATE ROUTE 31,CICERO,NY,13039,9218,ONONDAGA,36067,-76.09313,43.177218, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 9798,4855 COMMERCIAL DRIVE,NEW HARTFORD,NY,13413,6212,ONEIDA,36065,-75.303508,43.097821, , , , , , , , , , , , , , , , , , , , , , 
SUPER STOP AND SHOP - 0550,351 MERRICK ROAD,AMITYVILLE,NY,11701,3420,SUFFOLK,36103,-73.4064,40.667008, , , , , , , , , , , , , , , , , , , , , , 
CVS - 5008,39 MEADOW STREET,CLINTON,NY,13323,1625,ONEIDA,36065,-75.385464,43.043252, , , , , , , , , , , , , , , , , , , , , , 
THE MEDICINE SHOPPE PHARMACY,18 KELLOGG ROAD,NEW HARTFORD,NY,13413,2825,ONEIDA,36065,-75.280309,43.055757, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10763,5380 WEST TAFT ROAD,NORTH SYRACUSE,NY,13212,3766,ONONDAGA,36067,-76.14349,43.122148, , , , , , , , , , , , , , , , , , , , , , 
WALDBAUMS,812 MONTAUK HIGHWAY,CENTER MORICHES,NY,11934,2212,SUFFOLK,36103,-72.81025,40.802482, , , , , , , , , , , , , , , , , , , , , , 
COLONIAL DRUGS AND SURGICAL SUPPLY,100 FRONT STREET,GREENPORT,NY,11944,1616,SUFFOLK,36103,-72.360651,41.102467, , , , , , , , , , , , , , , , , , , , , , 
HOLLAND PATENT HEALTH MART PHARMACY,9553 MAIN STREET,HOLLAND PATENT,NY,13354,3818,ONEIDA,36065,-75.256044,43.242575, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 755,104 GENESEE STREET,ONEIDA,NY,13421,2716,MADISON,36053,-75.641189,43.07949, , , , , , , , , , , , , , , , , , , , , , 
CVS - 1186,822 MIDDLE COUNTRY ROAD,SELDEN,NY,11784,2506,SUFFOLK,36103,-73.041872,40.864683, , , , , , , , , , , , , , , , , , , , , , 
TARGET,1 SANGERTOWN SQUARE,NEW HARTFORD,NY,13413,1518,ONEIDA,36065,-75.315903,43.083709, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 2490,114 NORTH MAIN STREET,NORTH SYRACUSE,NY,13212,2325,ONONDAGA,36067,-76.128825,43.135899, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3424,300 WEST MANLIUS STREET,EAST SYRACUSE,NY,13057,2547,ONONDAGA,36067,-76.074938,43.064684, , , , , , , , , , , , , , , , , , , , , , 
KINNEY DRUGS,515 STEWART DRIVE,SYRACUSE,NY,13212,3417,ONONDAGA,36067,-76.101049,43.12121, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2211,701 WELLWOOD AVENUE,LINDENHURST,NY,11757,1602,SUFFOLK,36103,-73.387675,40.704823, , , , , , , , , , , , , , , , , , , , , , 
TARGET,1150 OLD COUNTRY ROAD,RIVERHEAD,NY,11901,2073,SUFFOLK,36103,-72.680155,40.93321, , , , , , , , , , , , , , , , , , , , , , 
KINNEY DRUGS,7998 STATE ROUTE 31,BRIDGEPORT,NY,13030, ,ONONDAGA,36067,-75.974245,43.154125, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 9799,49 KELLOGG ROAD,NEW HARTFORD,NY,13413,2849,ONEIDA,36065,-75.276535,43.055253, , , , , , , , , , , , , , , , , , , , , , 
KINNEY DRUGS,8150 THOMPSON ROAD,CICERO,NY,13039,9379,ONONDAGA,36067,-76.092297,43.166451, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART SUPERCENTER - 2093,710 HORATIO STREET,UTICA,NY,13502,1461,ONEIDA,36065,-75.225757,43.123374, , , , , , , , , , , , , , , , , , , , , , 
CVS - 3382,29 HAVENWOOD DRIVE,SHIRLEY,NY,11967,3901,SUFFOLK,36103,-72.871102,40.760831, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10665,532A UNION BOULEVARD,WEST ISLIP,NY,11795,3105,SUFFOLK,36103,-73.295904,40.709122, , , , , , , , , , , , , , , , , , , , , , 
KINNEY DRUGS,7608 OSWEGO ROAD,LIVERPOOL,NY,13090,2900,ONONDAGA,36067,-76.225488,43.139312, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART SUPERCENTER - 1677,4765 COMMERCIAL DRIVE,NEW HARTFORD,NY,13413,6211,ONEIDA,36065,-75.312327,43.095443, , , , , , , , , , , , , , , , , , , , , , 
KINNEY DRUGS,596 UNITED STATES ROUTE 11,TULLY,NY,13159, ,ONONDAGA,36067,-76.121169,42.800661, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 2583,1123 JERUSALEM AVENUE,UNIONDALE,NY,11553,3004,NASSAU,36059,-73.578071,40.695905, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10664,1141 WANTAGH AVENUE,WANTAGH,NY,11793,2135,NASSAU,36059,-73.50606,40.694996, , , , , , , , , , , , , , , , , , , , , , 
CVS - 5753,516 MONTAUK HIGHWAY,CENTER MORICHES,NY,11934,2207,SUFFOLK,36103,-72.798953,40.799216, , , , , , , , , , , , , , , , , , , , , , 
SAG HARBOR PHARMACY,120 MAIN STREET,SAG HARBOR,NY,11963,3007,SUFFOLK,36103,-72.295744,40.999961, , , , , , , , , , , , , , , , , , , , , , 
CVS - 1163,1110 ROUTE 112,PORT JEFFERSON STATION,NY,11776, ,SUFFOLK,36103,-73.040408,40.917907, , , , , , , , , , , , , , , , , , , , , , 
HOMECARE CONCEPTS,1095 ROUTE 110,FARMINGDALE,NY,11735,4815,SUFFOLK,36103,-73.426867,40.708448, , , , , , , , , , , , , , , , , , , , , , 
BROOKHAVEN PHARMACY,350 EAST MAIN STREET,PATCHOGUE,NY,11772,3100,SUFFOLK,36103,-73.002201,40.766003, , , , , , , , , , , , , , , , , , , , , , 
CHUBBUCK'S PHARMACY,51 SOUTH MAIN STREET,FREEPORT,NY,11520,3854,NASSAU,36059,-73.581534,40.656036, , , , , , , , , , , , , , , , , , , , , , 
FRANCONIA PHARMACY 2,50 FULTON AVENUE,HEMPSTEAD,NY,11550,3686,NASSAU,36059,-73.634843,40.705425, , , , , , , , , , , , , , , , , , , , , , 
FREEPORT PHARMACY,88 WEST MERRICK ROAD,FREEPORT,NY,11520,3710,NASSAU,36059,-73.584026,40.653862, , , , , , , , , , , , , , , , , , , , , , 
PREFERRED PHARMACY,175 FULTON AVENUE,HEMPSTEAD,NY,11550,3718,NASSAU,36059,-73.629506,40.70781, , , , , , , , , , , , , , , , , , , , , , 
BARTHS PHARMACY,58 SUNSET AVENUE,WESTHAMPTON BEACH,NY,11978,2326,SUFFOLK,36103,-72.64454,40.810813, , , , , , , , , , , , , , , , , , , , , , 
BRIDGEHAMPTON PHARMACY,2450 MAIN STREET,BRIDGEHAMPTON,NY,11932, ,SUFFOLK,36103,-72.303019,40.93696, , , , , , , , , , , , , , , , , , , , , , 
COUNTY LINE PHARMACY,1111 ROUTE 110,FARMINGDALE,NY,11735,4820,SUFFOLK,36103,-73.427878,40.708889, , , , , , , , , , , , , , , , , , , , , , 
BRUNSWICK HOSPITAL CENTER PHARMACY,81 LOUDEN AVENUE,AMITYVILLE,NY,11701,2736,SUFFOLK,36103,-73.421461,40.685477, , , , , , , , , , , , , , , , , , , , , , 
THE MEDICINE CENTER,178 EAST MONTAUK HIGHWAY,LINDENHURST,NY,11757,5951,SUFFOLK,36103,-73.359573,40.680951, , , , , , , , , , , , , , , , , , , , , , 
METROPOLITAN PHARMACY 2,103-11 METROPOLITAN AVENUE,FOREST HILLS,NY,11375,6733,QUEENS,36081,-73.849367,40.710416, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4991,109-07 101ST AVENUE,JAMAICA,NY,11419,1029,QUEENS,36081,-73.834106,40.687907, , , , , , , , , , , , , , , , , , , , , , 
A AND T PHARMACY,144-01 JAMAICA AVENUE,JAMAICA,NY,11435,3623,QUEENS,36081,-73.811439,40.702412, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,93-01 SUTPHIN BOULEVARD,JAMAICA,NY,11435,4319,QUEENS,36081,-73.807281,40.700476, , , , , , , , , , , , , , , , , , , , , , 
SUTPHIN PHARMACY,87-80A SUTPHIN BOULEVARD,JAMAICA,NY,11435,3342,QUEENS,36081,-73.809641,40.704991, , , , , , , , , , , , , , , , , , , , , , 
APS,61-16 COOPER AVENUE,GLENDALE,NY,11385,6115,QUEENS,36081,-73.893078,40.697203, , , , , , , , , , , , , , , , , , , , , , 
MEDICINE CABINET PHARMACY,88-28 PARSONS BOULEVARD,JAMAICA,NY,11432,3842,QUEENS,36081,-73.802032,40.705891, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10607,102-30 ATLANTIC AVENUE,OZONE PARK,NY,11416,1739,QUEENS,36081,-73.841686,40.689691, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,103-09 LIBERTY AVENUE,OZONE PARK,NY,11417,1728,QUEENS,36081,-73.837642,40.681986, , , , , , , , , , , , , , , , , , , , , , 
ROSSI PHARMACY,84-01 101ST AVENUE,OZONE PARK,NY,11416,2017,QUEENS,36081,-73.855345,40.681857, , , , , , , , , , , , , , , , , , , , , , 
PEN-MILL PHARMACY,1336 PENINSULA BOULEVARD,HEWLETT,NY,11557,1226,NASSAU,36059,-73.703461,40.644911, , , , , , , , , , , , , , , , , , , , , , 
MADISON DRUGS,55-12 MYRTLE AVENUE,RIDGEWOOD,NY,11385,3551,QUEENS,36081,-73.90796,40.699726, , , , , , , , , , , , , , , , , , , , , , 
RIDGEWOOD CITY PHARMACY,775 SENECA AVENUE,RIDGEWOOD,NY,11385,4127,QUEENS,36081,-73.905964,40.70203, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 10728,2745 LONG BEACH ROAD,OCEANSIDE,NY,11572,2225,NASSAU,36059,-73.638396,40.644866, , , , , , , , , , , , , , , , , , , , , , 
NEW YORK BOULEVARD PHARMACY,107-45 NEW YORK BOULEVARD,JAMAICA,NY,11433,2351,QUEENS,36081,-73.79138,40.697076, , , , , , , , , , , , , , , , , , , , , , 
HAMTINI PHARMACY,615 SENECA AVENUE,RIDGEWOOD,NY,11385,2170,QUEENS,36081,-73.909151,40.70389, , , , , , , , , , , , , , , , , , , , , , 
MEDICINE PLAZA,1312 KINGS HIGHWAY,BROOKLYN,NY,11229,1904,KINGS,36047,-73.959527,40.608003, , , , , , , , , , , , , , , , , , , , , , 
J RX PHARMACY,65-15 FRESH POND ROAD,RIDGEWOOD,NY,11385,3332,QUEENS,36081,-73.898371,40.709304, , , , , , , , , , , , , , , , , , , , , , 
MEGA AID PHARMACY INCORPORATED,3112 MERMAID AVENUE,BROOKLYN,NY,11224,1808,KINGS,36047,-73.997837,40.574957, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2720,88-07 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,NY,11693,1600,QUEENS,36081,-73.81308,40.58662, , , , , , , , , , , , , , , , , , , , , , 
RICHMOND HILL PHARMACY,125-01 101ST AVENUE,SOUTH RICHMOND HILL,NY,11419,1411,QUEENS,36081,-73.82085,40.691605, , , , , , , , , , , , , , , , , , , , , , 
OMNI PHARMACY,150 EAST SUNRISE HIGHWAY,LINDENHURST,NY,11757,2502,SUFFOLK,36103,-73.375974,40.703752, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10646,457 PARK AVENUE,LINDENHURST,NY,11757,5250,SUFFOLK,36103,-73.353819,40.686299, , , , , , , , , , , , , , , , , , , , , , 
FAMILY PHARMACY,436 ROCKAWAY AVENUE,BROOKLYN,NY,11212,5636,KINGS,36047,-73.910875,40.669199, , , , , , , , , , , , , , , , , , , , , , 
STARRETT CITY PHARMACY,1110 PENNSYLVANIA AVENUE,BROOKLYN,NY,11207,9061,KINGS,36047,-73.887516,40.653344, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10651,335 ROUTE 25A,MILLER PLACE,NY,11764,2418,SUFFOLK,36103,-72.989589,40.942981, , , , , , , , , , , , , , , , , , , , , , 
MANNINGS 8TH AVENUE PHARMACY,64-02 8TH AVENUE,BROOKLYN,NY,11220,4720,KINGS,36047,-74.012229,40.633252, , , , , , , , , , , , , , , , , , , , , , 
BURHAN PHARMACY INCORPORATED,715 KNICKERBOCKER AVENUE,BROOKLYN,NY,11221,5337,KINGS,36047,-73.910021,40.694275, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10670,10095 ROUTE 25,MATTITUCK,NY,11952,1529,SUFFOLK,36103,-72.538844,40.986128, , , , , , , , , , , , , , , , , , , , , , 
PATHMARK,111-10 FLATLANDS AVENUE,BROOKLYN,NY,11207,8234,KINGS,36047,-73.888654,40.649289, , , , , , , , , , , , , , , , , , , , , , 
NOHA PHARMACY INCORPORATED,291 KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,3103,KINGS,36047,-73.923643,40.702028, , , , , , , , , , , , , , , , , , , , , , 
PARK SLOPE PHARMACY,803 8TH AVENUE,BROOKLYN,NY,11215,4106,KINGS,36047,-73.978653,40.666205, , , , , , , , , , , , , , , , , , , , , , 
PERSONAL CARE PHARMACY,836 CONEY ISLAND AVENUE,BROOKLYN,NY,11218,5310,KINGS,36047,-73.968439,40.637016, , , , , , , , , , , , , , , , , , , , , , 
HAVEN DRUGS,76 SOUTHAVEN AVENUE,MEDFORD,NY,11763,3745,SUFFOLK,36103,-73.003777,40.801096, , , , , , , , , , , , , , , , , , , , , , 
CVS - 625,249 MAIN STREET,BINGHAMTON,NY,13905,2522,BROOME,36007,-75.937918,42.107019, , , , , , , , , , , , , , , , , , , , , , 
CVS - 561,34 COURT STREET,BINGHAMTON,NY,13901,3106,BROOME,36007,-75.91414,42.09857, , , , , , , , , , , , , , , , , , , , , , 
CVS - 458,50 PENNSYLVANIA AVENUE,BINGHAMTON,NY,13903,1667,BROOME,36007,-75.91678,42.086321, , , , , , , , , , , , , , , , , , , , , , 
CLINTWOOD PHARMACY,343 CLINTON STREET,BINGHAMTON,NY,13905,2017,BROOME,36007,-75.938123,42.110697, , , , , , , , , , , , , , , , , , , , , , 
SHOPRITE,20 LLOYDS LANE,MIDDLETOWN,NY,10940, ,ORANGE,36071,-74.396632,41.45344, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10878,375 PULTENEY STREET,CORNING,NY,14830,2124,STEUBEN,36101,-77.077944,42.154393, , , , , , , , , , , , , , , , , , , , , , 
CVS - 565,138 VESTAL PARKWAY WEST,VESTAL,NY,13850,1542,BROOME,36007,-76.055272,42.086516, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10879,12 PARK DRIVE,HORNELL,NY,14843,2271,STEUBEN,36101,-77.660349,42.321381, , , , , , , , , , , , , , , , , , , , , , 
PRICE CHOPPER - 130,911 NORTH STREET,ENDICOTT,NY,13760,5234,BROOME,36007,-76.052402,42.104522, , , , , , , , , , , , , , , , , , , , , , 
TOPS,309 WEST MORRIS STREET,BATH,NY,14810,1030,STEUBEN,36101,-77.330101,42.33591, , , , , , , , , , , , , , , , , , , , , , 
CVS - 678,1010 UNION CENTER HIGHWAY,ENDICOTT,NY,13760,2037,BROOME,36007,-76.07052,42.110224, , , , , , , , , , , , , , , , , , , , , , 
BEAVERS PHARMACY,7 MAIN STREET,CANISTEO,NY,14823,1125,STEUBEN,36101,-77.605282,42.270294, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 10696,80 DENISON PARKWAY EAST,CORNING,NY,14830,2700,STEUBEN,36101,-77.051429,42.141825, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART SUPERCENTER - 2262,5054 STATE HIGHWAY 23,ONEONTA,NY,13820,3558,OTSEGO,36077,-75.039096,42.447472, , , , , , , , , , , , , , , , , , , , , , 
WATER STREET PHARMACY,14 WATER STREET,DUNDEE,NY,14837,1028,YATES,36123,-76.977221,42.523992, , , , , , , , , , , , , , , , , , , , , , 
GEROULD'S HEALTHCARE CENTER,98 WEST PULTENEY STREET,CORNING,NY,14830,2260,STEUBEN,36101,-77.064656,42.151048, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,24 SOUTH BRIDGE STREET,CORNING,NY,14830,2257,STEUBEN,36101,-77.063387,42.145837, , , , , , , , , , , , , , , , , , , , , , 
ADDISON'S APOTHECARY,36 MAIN STREET,ADDISON,NY,14801,1210,STEUBEN,36101,-77.23433,42.106143, , , , , , , , , , , , , , , , , , , , , , 
CVS - 5016,506 SOUTH FRANKLIN STREET,WATKINS GLEN,NY,14891,1524,SCHUYLER,36097,-76.866492,42.36966, , , , , , , , , , , , , , , , , , , , , , 
TOPS - 238,658 WEST MAIN STREET,ARCADE,NY,14009,1037,WYOMING,36121,-78.446724,42.531183, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10880,2144 GRAND CENTRAL AVENUE,HORSEHEADS,NY,14845,8260,CHEMUNG,36015,-76.820694,42.155445, , , , , , , , , , , , , , , , , , , , , , 
CHEMUNG COUNTY NURSING FACILITY,103 WASHINGTON STREET,ELMIRA,NY,14901,3220,CHEMUNG,36015,-76.795678,42.089895, , , , , , , , , , , , , , , , , , , , , , 
ELMIRA PSYCHIATRIC CENTER,100 WASHINGTON STREET,ELMIRA,NY,14901,2849,CHEMUNG,36015,-76.794949,42.091445, , , , , , , , , , , , , , , , , , , , , , 
HENDERSON'S DRUG STORE,100 NORTH MAIN STREET,ELMIRA,NY,14901,2901,CHEMUNG,36015,-76.80707,42.08789, , , , , , , , , , , , , , , , , , , , , , 
HENDERSON'S PARK PHARMACY,27 SHETHAR STREET,HAMMONDSPORT,NY,14840,9380,STEUBEN,36101,-77.222002,42.409328, , , , , , , , , , , , , , , , , , , , , , 
