,Unnamed: 0,Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude,Zipcode,IsWalmart,IsCSV,IsWalgreen,IsTarget,IsCVS,IsRiteAid,IsSuperShop
20982,20982,Starbucks,20631-202184,Cortlandt Manor,Company Owned,3025 East Main Street,Cortlandt Manor,NY,US,10547,8455871881,GMT-05:00 America/New_York,-73.88,41.31,10547,1,0,0,0,1,1,0
20983,20983,Starbucks,7455-6446,"Deer Park, Rt. 231",Company Owned,"1932 Deer Park Avenue, The Arches",Deer Park,NY,US,117293333,631-243-3881,GMT-05:00 America/New_York,-73.33,40.76,11729,0,0,1,0,1,0,1
20984,20984,Starbucks,14368-112365,"Tanger Outlets, Deer Park",Company Owned,529 The Arches Circle,Deer Park,NY,US,117297061,631-242-0802,GMT-05:00 America/New_York,-73.3,40.76,11729,0,0,1,0,1,0,1
20985,20985,Starbucks,76673-104724,Target - Cheektowaga/Depew T-2191,Licensed,4920 Transit Rd,Depew,NY,US,140434625,716-608-2020,GMT-05:00 America/New_York,-78.7,42.88,14043,0,0,1,1,1,1,0
20986,20986,Starbucks,7665-42979,"Depew, Transit Road",Company Owned,4770 Transit Road,Depew,NY,US,140439700,716-656-9651,GMT-05:00 America/New_York,-78.7,42.87,14043,0,0,1,1,1,1,0
20987,20987,Starbucks,11973-100711,Dobbs Ferry,Company Owned,"45 Stanley Avenue, Tops Transit Commons Shopping Ctr.",Dobbs Ferry,NY,US,105223405,9146745940,GMT-05:00 America/New_York,-73.86,41.0,10706,0,0,0,0,0,0,0
20988,20988,Starbucks,10750-102304,East Amherst,Company Owned,"9660 Transit Road, 101",East Amherst,NY,US,140511484,7166361794,GMT-05:00 America/New_York,-78.7,43.03,14051,0,0,1,0,0,0,0
20989,20989,Starbucks,22262-214484,"Columbia Turnpike, East Greenbush",Company Owned,600 Columbia Turnpike,east greenbush,NY,US,12061,5184774387,GMT-05:00 America/New_York,-73.71,42.6,12061,0,0,0,0,1,1,0
20990,20990,Starbucks,7884-46539,East Hampton Village,Company Owned,39 Main Street,East Hampton,NY,US,119372701,6313298645,GMT-05:00 America/New_York,-72.19,40.96,11937,0,0,0,0,1,0,0
20991,20991,Starbucks,10329-100400,"E. Northport, Larkfield Rd",Company Owned,506 Larkfield Rd,East Northport,NY,US,117314202,631-266-1879,GMT-05:00 America/New_York,-73.32,40.86,11731,0,0,1,0,1,1,0
20992,20992,Starbucks,10045-99397,"East Northport, Rte. 25",Company Owned,3011 Jericho Tpke.,East Northport,NY,US,117316215,631-499-0258,GMT-05:00 America/New_York,-73.32,40.84,11731,0,0,1,0,1,1,0
20993,20993,Starbucks,11974-106157,"East Setauket, Nesconset HIghway",Company Owned,"4020 Nesconset Highway, Queens Center Mall",East Setauket,NY,US,117333306,631-642-0263,GMT-05:00 America/New_York,-73.07,40.9,11776,0,0,0,0,1,1,0
20994,20994,Starbucks,2787-35599,Queens Center Mall,Company Owned,"90-15 Queens Boulevard, K203, Elmhurst Plaza",Elmhurst,NY,US,113734900,718-699-7856,GMT-05:00 America/New_York,-73.87,40.73,11373,0,0,1,1,0,0,1
20995,20995,Starbucks,17202-177784,Queens Blvd & Broadway,Company Owned,"86-51 Broadway, Queens Center",Elmhurst,NY,US,11373,718 5652021,GMT-05:00 America/New_York,-73.88,40.74,11373,0,0,1,1,0,0,1
20996,20996,Teavana,28556-250052,Teavana - Queens Center,Company Owned,"90-15 Queens Blvd., Spc. #2007",Elmhurst,NY,US,11373,718-699-1201,GMT-05:00 America/New_York,-73.87,40.73,11373,0,0,1,1,0,0,1
20997,20997,Starbucks,13133-113948,Target Queens Place T-1344,Licensed,8801 Queens Blvd,Elmhurst,NY,US,113734449,718-760-5656,GMT-05:00 America/New_York,-73.87,40.74,11373,0,0,1,1,0,0,1
20998,20998,Starbucks,28125-248127,Elmira College,Licensed,1 Park Pl,Elmira,NY,US,14901,6077351875,GMT-05:00 America/New_York,-76.82,42.1,14905,0,0,0,0,0,0,0
20999,20999,Starbucks,47681-259008,Target Elmont T-3237,Licensed,1730 HEMPSTEAD TPK,ELMONT,NY,US,11003,,GMT-05:00 America/New_York,-73.7,40.71,11001,0,0,0,0,1,1,0
21000,21000,Starbucks,2788-3042,Perinton Square Mall,Company Owned,6720 Pittsford-Palmyra Rd,Fairport,NY,US,144503342,585-223-4240,GMT-05:00 America/New_York,-77.44,43.07,14450,0,0,1,1,0,1,0
21001,21001,Starbucks,17890-171967,Target Fairport T-1195,Licensed,2161 Nine Mile Point Rd,Fairport,NY,US,144508509,585-377-0360,GMT-05:00 America/New_York,-77.44,43.13,14526,0,0,0,0,1,1,0
21002,21002,Starbucks,7397-1675,Farmingdale,Company Owned,10 Michael Ave,Farmingdale,NY,US,117353920,631-454-4550,GMT-05:00 America/New_York,-73.42,40.73,11735,1,0,1,1,1,0,0
21003,21003,Starbucks,27338-238540,The Plaza at Farmingdale Train,Licensed,121 Secatogue Ave,Farmingdale,NY,US,11735,5167550007,GMT-05:00 America/New_York,-73.44,40.74,11735,1,0,1,1,1,0,0
21004,21004,Starbucks,76137-90418,Target Farmingdale T-1866,Licensed,2121 Broadhollow Rd,Farmingdale,NY,US,117351009,,GMT-05:00 America/New_York,-73.42,40.75,11735,1,0,1,1,1,0,0
21005,21005,Starbucks,9485-97017,"Fayetteville, Syracuse",Company Owned,"217 West Genesee Street, Ransley Square",Fayetteville,NY,US,130661355,315-637-3656,GMT-05:00 America/New_York,-76.02,43.03,13066,0,0,0,1,0,1,0
21006,21006,Starbucks,10047-98475,"Fishkill, Ransley Square",Company Owned,11 Merrit Boulevard (Route 9),Fishkill,NY,US,125242947,845-897-1201,GMT-05:00 America/New_York,-73.89,41.53,12524,1,0,0,0,1,0,0
21007,21007,Starbucks,76351-97134,Target Flushing T-1150,Licensed,13505 20th Ave,Flushing,NY,US,113562446,718-661-4346,GMT-05:00 America/New_York,-73.83,40.78,11354,0,0,0,0,0,1,0
21008,21008,Starbucks,7539-12698,Main St & 41St Ave,Company Owned,41-02 Main Street,Flushing,NY,US,113553133,718-358-9355,GMT-05:00 America/New_York,-73.83,40.76,11355,0,0,1,0,0,0,0
21009,21009,Starbucks,9077-145446,Target Flushing T-2451,Licensed,40-24 College Point Blvd,Flushing,NY,US,113545105,347-532-9942,GMT-05:00 America/New_York,-73.83,40.76,11355,0,0,1,0,0,0,0
21010,21010,Starbucks,23593-231144,3805 Main St,Company Owned,3805 Main St,Flushing,NY,US,11354,718-445-0354,GMT-05:00 America/New_York,-73.83,40.76,11355,0,0,1,0,0,0,0
21011,21011,Starbucks,7217-623,7000 Austin Street,Company Owned,7000 Austin Street,Forest Hills,NY,US,113751022,718-268-4719,GMT-05:00 America/New_York,-73.85,40.72,11375,0,0,1,0,1,1,0
21012,21012,Starbucks,7897-82740,Queens Blvd & 67th Rd,Company Owned,10102 Queens Blvd.,Forest Hills,NY,US,113752749,718-459-6923,GMT-05:00 America/New_York,-73.85,40.73,11375,0,0,1,0,1,1,0
21013,21013,Starbucks,7349-910,107-12 Continental Avenue,Company Owned,107-12 Continental Avenue,Forest Hills,NY,US,11375,(718) 793-4057,GMT-05:00 America/New_York,-73.84,40.72,11375,0,0,1,0,1,1,0
21014,21014,Starbucks,73708-104729,Stop & Shop-Forest Hills #539,Licensed,8989 Union Turnpike,Forest Hills,NY,US,11375,718-846-2310,GMT-05:00 America/New_York,-73.86,40.71,11374,0,0,0,0,1,1,0
21015,21015,Starbucks,47127-248044,AFFES @ Fort Drum,Licensed,10730 Memorial Dr # B,Fort Drum,NY,US,13602,315-773-0065,GMT-05:00 America/New_York,-75.81,44.05,13603,0,0,0,0,0,0,0
21016,21016,Starbucks,7642-32719,"Franklin Avenue, Franklin Square",Company Owned,640 Franklin Avenue,Franklin Square,NY,US,110101108,516-256-5668,GMT-05:00 America/New_York,-73.69,40.69,11580,0,0,0,0,1,1,0
21017,21017,Starbucks,75353-102275,SUNY/Fredonia-Cranston Hall,Licensed,"Old Main Drive, SUNY Fredonia - University Commons",Fredonia,NY,US,140630286,716-673-3417,GMT-05:00 America/New_York,-79.34,42.45,14048,0,0,1,0,1,1,0
21018,21018,Starbucks,47676-259007,Target Freeport T-3236,Licensed,248 SUNRISE HWY,FREEPORT,NY,US,11520,516-544-6771,GMT-05:00 America/New_York,-73.59,40.66,11510,0,0,1,0,1,0,0
21019,21019,Starbucks,7296-1042,188th Street & 64th Ave,Company Owned,61-51 188th Street,Fresh Meadows,NY,US,113652712,(718) 264-0658,GMT-05:00 America/New_York,-73.79,40.74,11365,0,0,0,0,1,1,0
21020,21020,Starbucks,7627-20460,Village of Garden City,Company Owned,184 7th St,Garden City,NY,US,115305725,516-741-8295,GMT-05:00 America/New_York,-73.63,40.73,11530,0,0,1,0,1,0,0
21021,21021,Starbucks,18012-182204,Westbury Gallery,Company Owned,"914 Old Country Road, Roosevelt Field",Garden City,NY,US,11530,5162220714,GMT-05:00 America/New_York,-73.61,40.74,11514,0,0,0,0,0,0,1
21022,21022,Teavana,28429-249732,Teavana - Roosevelt Field,Company Owned,"630 OLD COUNTRY RD., #1077, Roosevelt Field Mall",Garden City,NY,US,11530,516-248-1276,GMT-05:00 America/New_York,-73.62,40.74,11514,0,0,0,0,0,0,1
21023,21023,Starbucks,7746-54939,Roosevelt Field Mall-Lower Level,Company Owned,"630 Old Country Rd, Stewart Square",Garden City,NY,US,115303401,(516) 294-9817,GMT-05:00 America/New_York,-73.61,40.74,11514,0,0,0,0,0,0,1
21024,21024,Starbucks,14770-132264,"Garden City, Stewart Avenue",Company Owned,581 Stewart Avenue,Garden City,NY,US,115304724,516-683-1537,GMT-05:00 America/New_York,-73.61,40.73,11556,0,0,0,0,0,0,0
21025,21025,Starbucks,13154-146884,SUNY Geneseo MacVittle College Unio,Licensed,1 College Circle,Geneseo,NY,US,144541401,15852455028,GMT-05:00 America/New_York,-77.82,42.8,14454,1,0,0,0,0,0,0
21026,21026,Starbucks,832-2026,Glen Cove,Company Owned,5 School Street,Glen Cove,NY,US,115422540,516-759-5898,GMT-05:00 America/New_York,-73.63,40.87,11542,0,0,1,0,1,1,0
21027,21027,Starbucks,10514-101367,"Sea Cliff, Glen Cove Ave",Company Owned,"202 Glen Cove Ave, Suite A",Glen Cove,NY,US,115424189,516-759-0853,GMT-05:00 America/New_York,-73.63,40.85,11579,0,0,0,0,0,0,0
21028,21028,Starbucks,11812-106572,Shops at Atlas Park,Company Owned,8000 Cooper Avenue,Glendale,NY,US,113857734,718-416-1521,GMT-05:00 America/New_York,-73.87,40.71,11379,0,0,1,0,1,0,0
21029,21029,Starbucks,24895-234264,Price Chopper - Glenmont #196,Licensed,329 Glenmont Rd,Glenmont,NY,US,12077,518-433-4700,GMT-05:00 America/New_York,-73.79,42.6,12077,1,0,0,0,1,0,0
21030,21030,Starbucks,18117-171969,Target Glenville T-2805,Licensed,204 Saratoga Rd,Glenville,NY,US,12302,518-387-3311,GMT-05:00 America/New_York,-73.93,42.87,12008,0,0,0,0,0,0,0
21031,21031,Starbucks,7464-6466,55 Northern Blvd,Company Owned,55 Northern Boulevard,Great Neck,NY,US,110214027,516-498-9585,GMT-05:00 America/New_York,-73.73,40.77,11363,0,0,0,0,0,0,0
21032,21032,Starbucks,884-203464,Great Neck - The Gardens,Company Owned,6 Great Neck Road,Great Neck,NY,US,11021,516 4874944,GMT-05:00 America/New_York,-73.73,40.79,11021,0,0,0,0,1,1,0
21033,21033,Starbucks,13451-106956,Center Place Drive,Company Owned,"100 Center Place Drive, Erie Canal Commons",Greece,NY,US,146154011,585-865-6960,GMT-05:00 America/New_York,-77.67,43.21,14615,0,0,0,0,1,1,0
21034,21034,Starbucks,9960-98404,"South Greece, Long Pond & Ridgeway",Company Owned,2590 Ridgeway Avenue,Greece,NY,US,146264116,585-723-6050,GMT-05:00 America/New_York,-77.7,43.19,14606,0,0,1,0,1,1,0
21035,21035,Starbucks,7331-918,Wheatly Plaza-Greenvale,Company Owned,"132 Wheatley Plaza, Hamilton Square",Greenvale,NY,US,115481316,(516) 484-9146,GMT-05:00 America/New_York,-73.63,40.81,11548,0,0,0,0,0,0,0
21036,21036,Starbucks,19998-178064,"Guilderland, NY",Company Owned,"2080 Western Ave., Hampton Bays Town Center",Guilderland,NY,US,12084,5184520474,GMT-05:00 America/New_York,-73.89,42.7,12084,0,0,1,0,0,0,0
21037,21037,Starbucks,7718-59500,Hampton Bays,Company Owned,"24 Montauk Highway, New Baltimore Travel Plaza",Hampton Bays,NY,US,11946,6317287530,GMT-05:00 America/New_York,-72.52,40.88,11946,0,0,0,0,0,1,0
21038,21038,Starbucks,72431-5059,New Baltimore Travel Plaza,Licensed,"Mile Marker 127 South-NY State Thruway, Metro North Hartsdale Station",Hannacroix,NY,US,12087,518-756-3000,GMT-05:00 America/New_York,-73.9,42.41,12042,0,0,0,0,0,0,0
21039,21039,Starbucks,7431-999,Hartsdale Train Station,Company Owned,223 E Hartsdale Ave,Hartsdale,NY,US,105303502,914-722-2720,GMT-05:00 America/New_York,-73.8,41.01,10530,0,0,0,0,1,1,0
21040,21040,Starbucks,27437-247551,"Hartsdale, South Central Ave",Company Owned,46 South Central Avenue,Hartsdale,NY,US,10530,9143648437,GMT-05:00 America/New_York,-73.8,41.02,10530,0,0,0,0,1,1,0
21041,21041,Starbucks,75887-103951,NY Ardsley Travel Plaza,Licensed,mile post 6N NY Thru way,Hastings on Hudson,NY,US,10706,914-478-7681,GMT-05:00 America/New_York,-73.87,40.99,10706,0,0,0,0,0,0,0
21042,21042,Starbucks,7813-74601,Hauppauge - Route 111,Company Owned,513 Route 111,Hauppauge,NY,US,11788,631-724-0928,GMT-05:00 America/New_York,-73.2,40.83,11788,0,0,0,0,0,1,0
21043,21043,Starbucks,7360-1050,Henrietta Plaza,Company Owned,1100 Jefferson Road,Henrietta,NY,US,146233135,585-424-2190,GMT-05:00 America/New_York,-77.61,43.09,14623,1,0,0,1,1,1,0
21044,21044,Starbucks,28870-251724,"Henrietta, Market Square",Company Owned,620 Jefferson Road,Henrietta,NY,US,14623,5854693740,GMT-05:00 America/New_York,-77.63,43.09,14623,1,0,0,1,1,1,0
21045,21045,Starbucks,7395-1208,Hewlett,Company Owned,1344 Broadway,Hewlett,NY,US,115571356,(516) 295-3330,GMT-05:00 America/New_York,-73.7,40.64,11557,0,0,0,0,1,0,0
21046,21046,Starbucks,14784-131067,Hicksville,Company Owned,180 W Old Country Road,Hicksville,NY,US,11801,516-822-2035,GMT-05:00 America/New_York,-73.53,40.76,11801,0,0,1,1,1,0,1
21047,21047,Starbucks,76284-90419,Target Hicksville T-1855,Licensed,358 Broadway Mall,Hicksville,NY,US,118012709,516-806-2096,GMT-05:00 America/New_York,-73.53,40.77,11801,0,0,1,1,1,0,1
21048,21048,Starbucks,7492-8546,157-41 Cross Bay Blvd.,Company Owned,157-41 Cross Bay Blvd.,Howard Beach,NY,US,114142748,718-641-9332,GMT-05:00 America/New_York,-73.84,40.66,11414,0,0,0,0,1,1,0
21049,21049,Starbucks,855-2052,Huntington,Company Owned,1 Wall Street,Huntington,NY,US,117432046,631-421-3459,GMT-05:00 America/New_York,-73.43,40.87,11743,0,0,0,0,1,1,0
21050,21050,Starbucks,20765-207753,Target Huntington T-2844,Licensed,124 E Jericho Turnpike,Huntington,NY,US,11746,631-760-3271,GMT-05:00 America/New_York,-73.41,40.83,11746,0,0,1,0,1,1,0
21051,21051,Starbucks,7722-194184,"Walt Whitman Mall, LI",Company Owned,"160 Walt Whitman Road, tbd, Walt Whitman",Huntington Station,NY,US,117464130,6314231392,GMT-05:00 America/New_York,-73.41,40.82,11747,0,0,0,0,0,0,0
21052,21052,Teavana,28603-249863,Teavana - Walt Whitman,Company Owned,"160 Walt Whitman Rd., #1017",Huntington Station,NY,US,11746,631-423-3787,GMT-05:00 America/New_York,-73.41,40.83,11746,0,0,1,0,1,1,0
21053,21053,Starbucks,76676-104742,Target - Irondequoit T-2211,Licensed,50 Medley Centre Pkwy,Irondequoit,NY,US,146222466,585-797-0089,GMT-05:00 America/New_York,-77.58,43.2,14621,1,0,1,0,1,1,0
21054,21054,Starbucks,8840-95307,Island Park,Company Owned,4507 Austin Blvd,Island Park,NY,US,115582228,516-432-0416,GMT-05:00 America/New_York,-73.65,40.6,11561,0,0,1,0,1,1,0
21055,21055,Starbucks,23737-231984,"Islandia, NY",Company Owned,3701 Expressway Drive N,Islandia,NY,US,11749,6315533706,GMT-05:00 America/New_York,-73.16,40.81,11749,1,0,1,0,0,1,1
21056,21056,Starbucks,7651-39320,Islip Village,Company Owned,"455 Main St, Seneca Place on The Commons",Islip,NY,US,117513536,6315814273,GMT-05:00 America/New_York,-73.21,40.73,11751,0,0,0,0,0,0,0
21057,21057,Starbucks,10395-100795,Ithaca on The Commons,Company Owned,130 E. Seneca Street,Ithaca,NY,US,148504356,607-256-0452,GMT-05:00 America/New_York,-76.5,42.44,14853,0,0,0,0,0,0,0
21058,21058,Starbucks,16922-176606,Target Ithaca T-1508,Licensed,40 Catherwood Rd,Ithaca,NY,US,148501056,607-257-3387,GMT-05:00 America/New_York,-76.49,42.48,14853,0,0,0,0,0,0,0
21059,21059,Starbucks,11932-106159,"College Avenue, Ithaca",Company Owned,"402 College Avenue, Suite 402",Ithaca,NY,US,148506708,607-256-0231,GMT-05:00 America/New_York,-76.49,42.44,14853,0,0,0,0,0,0,0
21060,21060,Starbucks,14317-120366,78-25 37th Avenue,Company Owned,78-25 37th Avenue,Jackson Heights,NY,US,113726641,718-457-0875,GMT-05:00 America/New_York,-73.89,40.75,11372,0,0,1,0,1,1,0
21061,21061,Starbucks,75803-97897,JFK - T8 American Air,Licensed,51 W. Courtyard,Jamaica,NY,US,11430,,GMT-05:00 America/New_York,-73.79,40.65,11422,0,0,0,0,0,1,0
21062,21062,Starbucks,70026-105310,JFK T7 Gate 7,Licensed,"NY JFK International Airport, Terminal 7, Gate 7",Jamaica,NY,US,11430,718-425-5679,GMT-05:00 America/New_York,-73.78,40.65,11422,0,0,0,0,0,1,0
21063,21063,Starbucks,3928-138154,St. John's University - Queens,Licensed,8000 Utopia Pkwy,Jamaica,NY,US,11432,718-990-1716,GMT-05:00 America/New_York,-73.8,40.72,11432,0,0,1,0,1,1,0
21064,21064,Starbucks,75953-105307,JFK T1 pre security food court,Licensed,NY JFK INternational Airport,jamaica,NY,US,11430,718-656-8610,GMT-05:00 America/New_York,-73.79,40.64,11422,0,0,0,0,0,1,0
21065,21065,Starbucks,70059-105309,JFK T7 Pre Security Ticketing,Licensed,JFK Airport Terminal 7 British Airways,Jamaica,NY,US,11430,718-656-8010,GMT-05:00 America/New_York,-73.78,40.65,11422,0,0,0,0,0,1,0
21066,21066,Starbucks,25116-238021,JFK - T1 Evenings,Licensed,HMS Host - Terminal one JFK Airport Buil,Jamaica,NY,US,11430,718-751-2892,GMT-05:00 America/New_York,-73.79,40.64,11422,0,0,0,0,0,1,0
21067,21067,Starbucks,21389-212725,JFK T5 Gate 22,Licensed,JFK International Airport,Jamaica,NY,US,11430,718-917-0436,GMT-05:00 America/New_York,-73.79,40.64,11422,0,0,0,0,0,1,0
21068,21068,Starbucks,25685-242005,89th Ave & Sutphin Blvd.,Company Owned,8900 Sutphin Blvd.,Jamaica,NY,US,11435,3472331463,GMT-05:00 America/New_York,-73.81,40.7,11435,0,0,0,0,0,1,0
21069,21069,Starbucks,18646-191304,JFK T8 North,Licensed,JFK Airport,Jamaica,NY,US,11430,718-553-2151,GMT-05:00 America/New_York,-73.79,40.64,11422,0,0,0,0,0,1,0
21070,21070,Starbucks,2953-93286,Jamestown,Company Owned,944 Fairmount Avenue,Jamestown,NY,US,147012453,716-664-0967,GMT-05:00 America/New_York,-79.29,42.1,14701,0,0,1,0,1,1,0
21071,21071,Starbucks,7235-643,Jericho,Company Owned,475 North Broadway,Jericho,NY,US,117532106,(516) 433-4611,GMT-05:00 America/New_York,-73.53,40.79,11753,0,0,0,0,1,0,0
21072,21072,Starbucks,11933-106885,118-24 Queens Blvd,Company Owned,118-24 Queens Blvd,Kew Gardens,NY,US,11415,718 261-4246,GMT-05:00 America/New_York,-73.83,40.71,11415,0,0,0,0,1,0,0
21073,21073,Starbucks,10515-100690,"Kingston, Massa Drive",Company Owned,39 Massa Drive,Kingston,NY,US,124018107,845-336-5304,GMT-05:00 America/New_York,-73.99,41.96,12449,0,0,0,0,0,0,0
21074,21074,Starbucks,17280-171968,Target Kingston T-1318,Licensed,"1300 Ulster Ave, Smith Haven Mall",Kingston,NY,US,124011501,,GMT-05:00 America/New_York,-73.99,41.97,12449,0,0,0,0,0,0,0
21075,21075,Starbucks,10046-98654,Smith Haven Mall,Company Owned,"528 Smith Haven Mall, Smith Haven",Lake Grove,NY,US,117551206,631-863-2061,GMT-05:00 America/New_York,-73.13,40.87,11755,0,0,0,0,0,0,0
21076,21076,Teavana,28633-250019,Teavana - Smith Haven,Company Owned,"313 Smith Haven Mall, #C-12",Lake Grove,NY,US,11755,631-724-3059,GMT-05:00 America/New_York,-73.13,40.86,11755,0,0,0,0,0,0,0
21077,21077,Starbucks,11065-103520,"Lake Placid, Main St",Company Owned,2490 Main St.,Lake Placid,NY,US,12946,5185231437,GMT-05:00 America/New_York,-73.99,44.29,12946,0,0,0,0,0,1,0
21078,21078,Starbucks,22882-217327,"Lancaster, Regal Center",Company Owned,"6707 Transit Rd., 100",Lancaster,NY,US,14221,7166321729,GMT-05:00 America/New_York,-78.7,42.95,14026,0,0,0,0,0,0,0
21079,21079,Starbucks,7278-601,Larchmont,Company Owned,"1929 Palmer Avenue, A2",Larchmont,NY,US,105382403,(914) 834-6863,GMT-05:00 America/New_York,-73.76,40.93,10538,0,0,0,0,1,0,0
21080,21080,Starbucks,7390-1054,"Newton Plaza, Loudonville",Company Owned,594 New Loudon Road,Latham,NY,US,121104025,(518) 783-4544,GMT-05:00 America/New_York,-73.76,42.73,12110,1,0,1,1,1,1,0
21081,21081,Starbucks,23901-233644,Latham Plaza,Company Owned,1210 Troy Schenectady Road,Latham,NY,US,12110,518 7647116,GMT-05:00 America/New_York,-73.82,42.77,12309,0,0,0,0,1,0,0
21082,21082,Starbucks,21681-172907,"Price Chopper #138-Latham, NY",Licensed,873 New Loudon Rd,Latham,NY,US,121102150,518-782-0441,GMT-05:00 America/New_York,-73.76,42.75,12110,1,0,1,1,1,1,0
21083,21083,Starbucks,76286-90379,Target Latham T-1915,Licensed,675 Troy Schenectady Rd,Latham,NY,US,121102493,518-782-0348,GMT-05:00 America/New_York,-73.77,42.76,12110,1,0,1,1,1,1,0
21084,21084,Starbucks,13452-106976,549 Troy-Schenectady Rd,Company Owned,549 Troy-Schenectady Road,Latham,NY,US,121102811,518-783-0568,GMT-05:00 America/New_York,-73.76,42.75,12110,1,0,1,1,1,1,0
21085,21085,Starbucks,9308-96185,Levittown - Hempstead Tpke.,Company Owned,3240 Hempstead Tpke,Levittown,NY,US,117561345,5165200973,GMT-05:00 America/New_York,-73.52,40.73,11756,0,0,0,1,1,1,0
21086,21086,Starbucks,18569-180188,Levittown 2 - Hempstead Tpke,Company Owned,2693 Hempstead Tpke,Levittown,NY,US,11756,5167965609,GMT-05:00 America/New_York,-73.54,40.72,11554,1,0,1,0,1,1,0
21087,21087,Starbucks,15619-162724,Target Levittown T-1264,Licensed,3850 Hempstead Tpke,Levittown,NY,US,117561303,516-731-9392,GMT-05:00 America/New_York,-73.5,40.73,11714,0,0,1,0,1,1,0
21088,21088,Starbucks,75889-103955,NY Indian Castle Travel Plaza,Licensed,"Rd #3, Rt 5S, Mile Post 210E",Little falls,NY,US,13365,315-823-4350,GMT-05:00 America/New_York,-74.85,43.05,13365,0,0,0,0,1,0,0
21089,21089,Starbucks,14240-112064,254-41 Horace Harding Expressway,Company Owned,"254-41 Horace Harding Expressway, Rt. 57 Retail Center",Little Neck,NY,US,113621816,718-428-2489,GMT-05:00 America/New_York,-73.73,40.76,11362,0,0,0,0,1,0,0
21090,21090,Starbucks,7583-21762,Clay,Company Owned,7567 Oswego Rd,Liverpool,NY,US,130902960,3156228932,GMT-05:00 America/New_York,-76.23,43.14,13090,1,0,0,1,0,1,0
21091,21091,Starbucks,73937-135227,Stop & Shop - Long Beach #2582,Licensed,85 E Park Ave,Long Beach,NY,US,11561,516-432-9077,GMT-05:00 America/New_York,-73.66,40.58,11561,0,0,1,0,1,1,0
21092,21092,Starbucks,7425-1903,Long Beach,Company Owned,101 West Park Avenue,Long Beach,NY,US,115613322,516-670-9182,GMT-05:00 America/New_York,-73.67,40.59,11561,0,0,1,0,1,1,0
21093,21093,Starbucks,22983-224625,Price Chopper - Loudonville #188,Licensed,475 Albany-Shaker Rd,Loudonville,NY,US,12211,518-459-8720,GMT-05:00 America/New_York,-73.78,42.71,12211,0,0,0,0,0,1,0
21094,21094,Starbucks,7413-1713,Lynbrook,Company Owned,659 Sunrise Highway,Lynbrook,NY,US,115633246,(516) 599-4809,GMT-05:00 America/New_York,-73.68,40.66,11563,0,0,0,0,0,1,0
21095,21095,Starbucks,21639-208889,Price Chopper Malta # 184,Licensed,1 Kendall Way,Malta,NY,US,12020,518-899-3007,GMT-05:00 America/New_York,-73.79,42.97,12151,0,0,0,0,0,0,0
21096,21096,Starbucks,7520-3047,Mamaroneck,Company Owned,1030 West Boston Post Rd,Mamaroneck,NY,US,105433328,914-698-4818,GMT-05:00 America/New_York,-73.74,40.94,10543,0,0,0,0,1,0,0
21097,21097,Starbucks,17216-155505,Macy's-Manhasset #5,Licensed,1100 Northern Blvd,Manhasset,NY,US,110303024,516-869-2290,GMT-05:00 America/New_York,-73.7,40.79,11030,0,0,0,0,0,1,0
21098,21098,Starbucks,7246-553,Manhasset,Company Owned,"375 Plandome Road, Arts & Music",Manhasset,NY,US,110301940,(516) 869-9608,GMT-05:00 America/New_York,-73.7,40.8,11030,0,0,0,0,0,1,0
21099,21099,Starbucks,29173-252811,66th and Amsterdam,Company Owned,"141 Amsterdam, none",Manhattan,NY,US,10023,6462768254,GMT-05:00 America/New_York,-73.98,40.77,10019,0,0,1,0,1,1,0
21100,21100,Starbucks,7861-83522,Manorville,Company Owned,485 CR-111,Manorville,NY,US,11949,6313958097,GMT-05:00 America/New_York,-72.8,40.87,11949,0,0,0,0,0,0,0
21101,21101,Starbucks,7307-1088,Massapequa Village Square,Company Owned,"4301 Merrick Road, Sunrise Mall",Massapequa,NY,US,117586018,(516) 797-8691,GMT-05:00 America/New_York,-73.47,40.67,11758,1,0,1,0,1,0,0
21102,21102,Starbucks,14217-117928,Sunrise Mall,Company Owned,9165 Sunrise Mall,Massapequa,NY,US,117584370,516-798-0636,GMT-05:00 America/New_York,-73.43,40.68,11762,0,0,0,0,0,1,0
21103,21103,Starbucks,13718-107982,Mattituck,Company Owned,10095 Main Road,Mattituck,NY,US,119521529,6312984563,GMT-05:00 America/New_York,-72.54,40.99,11952,0,0,0,0,1,1,0
21104,21104,Starbucks,9922-98932,"Medford, Route 112",Company Owned,2717 Route 112,Medford,NY,US,117632560,631-207-1480,GMT-05:00 America/New_York,-73.0,40.82,11763,0,0,1,1,1,1,1
21105,21105,Starbucks,76412-95718,Target Medford T-1948,Licensed,2975 Horseblock Rd,Medford,NY,US,117632526,631-286-0287,GMT-05:00 America/New_York,-72.99,40.82,11763,0,0,1,1,1,1,1
21106,21106,Starbucks,79377-97521,Stop & Shop-Medford #583,Licensed,700-60 Patchogue Yaphank Rd,Medford,NY,US,117632239,631-345-0250,GMT-05:00 America/New_York,-72.96,40.81,11763,0,0,1,1,1,1,1
